Gene.stable.ID,Gene.name
ENSMUSG00000081534,SLC48A1
ENSMUSG00000049728,ZFP668
ENSMUSG00000104828,GM42898
ENSMUSG00000111424,GM48478
ENSMUSG00000078816,PRKCG
ENSMUSG00000112006,GM48633
ENSMUSG00000105971,GM43805
ENSMUSG00000024266,ADAD2
ENSMUSG00000074292,GM10660
ENSMUSG00000057982,ZFP809
ENSMUSG00000104735,C130075A20RIK
ENSMUSG00000094852,GM9034
ENSMUSG00000104615,GM43804
ENSMUSG00000083283,GM15361
ENSMUSG00000107370,GM43588
ENSMUSG00000111342,4933404K13RIK
ENSMUSG00000083768,GM15362
ENSMUSG00000048332,LHFP
ENSMUSG00000063810,ALMS1
ENSMUSG00000059741,MYL3
ENSMUSG00000028664,EPHB2
ENSMUSG00000108000,GM44208
ENSMUSG00000112576,GM47621
ENSMUSG00000060962,DMKN
ENSMUSG00000082447,GM15364
ENSMUSG00000112681,GM47622
ENSMUSG00000117675,GM46644
ENSMUSG00000027506,TPD52
ENSMUSG00000112257,GM47623
ENSMUSG00000086097,GM16250
ENSMUSG00000087037,4930432L08RIK
ENSMUSG00000047963,STBD1
ENSMUSG00000105395,GM42672
ENSMUSG00000038602,SLC35F1
ENSMUSG00000100728,GM29431
ENSMUSG00000025588,NAT1
ENSMUSG00000108090,GM6637
ENSMUSG00000015522,ARNT
ENSMUSG00000042761,MRAP2
ENSMUSG00000108183,GM44227
ENSMUSG00000022475,HDAC7
ENSMUSG00000011752,PGAM1
ENSMUSG00000102589,GM37445
ENSMUSG00000063728,MAGEA6
ENSMUSG00000094176,TRAV6D-6
ENSMUSG00000115096,GM48940
ENSMUSG00000021852,SLC35F4
ENSMUSG00000072387,GM10356
ENSMUSG00000042118,BHMT2
ENSMUSG00000095837,VMN1R246
ENSMUSG00000030804,GM21974
ENSMUSG00000085066,GM4989
ENSMUSG00000030546,PLIN1
ENSMUSG00000109060,GM4513
ENSMUSG00000115594,GM46497
ENSMUSG00000034429,ZFP707
ENSMUSG00000096086,GM4761
ENSMUSG00000044139,PRSS53
ENSMUSG00000079516,REG3A
ENSMUSG00000111918,GM47624
ENSMUSG00000117042,2700054A10RIK
ENSMUSG00000107834,GM43979
ENSMUSG00000107874,PRPMP5
ENSMUSG00000093996,FAM205A3
ENSMUSG00000078509,PRAMEF17
ENSMUSG00000051147,NAT2
ENSMUSG00000002043,TRAPPC6A
ENSMUSG00000090232,GM16132
ENSMUSG00000100270,GM21803
ENSMUSG00000104292,GM38042
ENSMUSG00000113665,GM47603
ENSMUSG00000115458,GM48931
ENSMUSG00000031576,KCNU1
ENSMUSG00000102011,GM28930
ENSMUSG00000106678,GM43457
ENSMUSG00000038872,ZFHX3
ENSMUSG00000107777,GM44687
ENSMUSG00000046932,VMN1R193
ENSMUSG00000083456,GM13108
ENSMUSG00000113326,GM47586
ENSMUSG00000085896,5330429C05RIK
ENSMUSG00000067543,PRB1
ENSMUSG00000100246,GM20879
ENSMUSG00000107334,GM7538
ENSMUSG00000114104,GM47585
ENSMUSG00000043715,OLFR1326-PS1
ENSMUSG00000113126,GM47588
ENSMUSG00000100533,GM29504
ENSMUSG00000113708,GM47584
ENSMUSG00000068036,AFDN
ENSMUSG00000030735,GM9755
ENSMUSG00000000792,SLC5A5
ENSMUSG00000043126,D830039M14RIK
ENSMUSG00000113203,GM47587
ENSMUSG00000040632,NRL
ENSMUSG00000054459,VSNL1
ENSMUSG00000053541,GM4759
ENSMUSG00000106438,GM32051
ENSMUSG00000107508,GM44083
ENSMUSG00000113472,GM47602
ENSMUSG00000112255,GM47594
ENSMUSG00000108694,GM7287
ENSMUSG00000113853,GM47583
ENSMUSG00000063286,GM8995
ENSMUSG00000112080,GM47595
ENSMUSG00000096178,GM20837
ENSMUSG00000069297,VMN1R194
ENSMUSG00000037151,LRRC20
ENSMUSG00000056426,NAT3
ENSMUSG00000073902,GM1966
ENSMUSG00000021461,FANCC
ENSMUSG00000026798,COQ4
ENSMUSG00000095234,GM21586
ENSMUSG00000085829,GM4285
ENSMUSG00000085502,GM12320
ENSMUSG00000094529,GM21744
ENSMUSG00000112710,GM17829
ENSMUSG00000008604,UBQLN4
ENSMUSG00000112058,GM47593
ENSMUSG00000109545,GM44788
ENSMUSG00000029513,PRKAB1
ENSMUSG00000095403,GM21092
ENSMUSG00000106938,GM31314
ENSMUSG00000053228,CEACAM3
ENSMUSG00000082983,GM12318
ENSMUSG00000095766,GM21182
ENSMUSG00000046667,RBM12B1
ENSMUSG00000087667,GM13381
ENSMUSG00000100964,GM29503
ENSMUSG00000032338,HCN4
ENSMUSG00000043602,ZFP3
ENSMUSG00000095987,GM13104
ENSMUSG00000026818,CEL
ENSMUSG00000093697,GM20686
ENSMUSG00000107278,GM42600
ENSMUSG00000087564,GM11817
ENSMUSG00000109868,GM39244
ENSMUSG00000086233,GM11816
ENSMUSG00000093909,GM3883
ENSMUSG00000109945,GM45601
ENSMUSG00000115134,GM49108
ENSMUSG00000102989,GM38318
ENSMUSG00000094156,SULT2A7
ENSMUSG00000041216,CLVS1
ENSMUSG00000085808,GM14718
ENSMUSG00000069296,VMN1R195
ENSMUSG00000110613,LNCBATE1
ENSMUSG00000036591,ARHGAP21
ENSMUSG00000079410,GM2897
ENSMUSG00000095088,TRAV11D
ENSMUSG00000029602,RASAL1
ENSMUSG00000057135,SCIMP
ENSMUSG00000099891,GM5575
ENSMUSG00000101745,GM28764
ENSMUSG00000105141,GM43828
ENSMUSG00000096974,GM26881
ENSMUSG00000105393,TRAV7D-5
ENSMUSG00000109133,GM45098
ENSMUSG00000031132,CD40LG
ENSMUSG00000095779,GM2163
ENSMUSG00000022540,ROGDI
ENSMUSG00000115182,GM49128
ENSMUSG00000114875,GM30363
ENSMUSG00000022686,B3GNT5
ENSMUSG00000068877,SELENBP2
ENSMUSG00000108846,GM10623
ENSMUSG00000020642,RNF144A
ENSMUSG00000115173,GM2638
ENSMUSG00000099619,GM28300
ENSMUSG00000097985,GM5274
ENSMUSG00000118603,BX666061.1
ENSMUSG00000095689,TRAV12D-1
ENSMUSG00000115192,GM18532
ENSMUSG00000023262,ACY1
ENSMUSG00000095258,GM10593
ENSMUSG00000051706,OLFR1325
ENSMUSG00000083206,GM11338
ENSMUSG00000100957,GM28762
ENSMUSG00000079101,ESD-PS
ENSMUSG00000115492,GM41277
ENSMUSG00000110574,GM21112
ENSMUSG00000114383,GM3963
ENSMUSG00000025656,ARHGEF9
ENSMUSG00000085978,GM15258
ENSMUSG00000110452,GM36247
ENSMUSG00000076778,TRAV13D-1
ENSMUSG00000036181,H1F2
ENSMUSG00000099399,GM28301
ENSMUSG00000105713,GM43827
ENSMUSG00000113079,GM48709
ENSMUSG00000062794,ZFP599
ENSMUSG00000099756,GM28763
ENSMUSG00000026816,GTF3C5
ENSMUSG00000080299,GM14350
ENSMUSG00000054958,NT5C1A
ENSMUSG00000071452,SERPINB9H
ENSMUSG00000113920,GM18783
ENSMUSG00000028156,EIF4E
ENSMUSG00000068740,CELSR2
ENSMUSG00000091289,GM17051
ENSMUSG00000069310,H3C3
ENSMUSG00000098290,OBOX4-PS1
ENSMUSG00000113560,GM48519
ENSMUSG00000098741,OBOX4-PS2
ENSMUSG00000045193,CIRBP
ENSMUSG00000113651,GM4900
ENSMUSG00000095134,MID1-PS1
ENSMUSG00000095366,GM21860
ENSMUSG00000099398,MS4A14
ENSMUSG00000031093,DOCK11
ENSMUSG00000024795,KIF20B
ENSMUSG00000071613,GM10340
ENSMUSG00000114632,GM48399
ENSMUSG00000098003,GM6317
ENSMUSG00000081071,GM9836
ENSMUSG00000033499,LARP4B
ENSMUSG00000038984,TSPYL5
ENSMUSG00000095854,TRAV14D-1
ENSMUSG00000084955,GM14349
ENSMUSG00000105041,GM42676
ENSMUSG00000028207,ASPH
ENSMUSG00000112973,GM48520
ENSMUSG00000028407,SMIM27
ENSMUSG00000105334,GM42680
ENSMUSG00000075425,GM13547
ENSMUSG00000115362,GM49088
ENSMUSG00000019772,VIP
ENSMUSG00000115318,GM49089
ENSMUSG00000028883,SEMA3A
ENSMUSG00000115605,GM9643
ENSMUSG00000030510,CERS3
ENSMUSG00000071014,NDUFB6
ENSMUSG00000115428,GM41290
ENSMUSG00000115440,GM49091
ENSMUSG00000101036,GM28588
ENSMUSG00000069053,UBA1Y
ENSMUSG00000029837,1700111E14RIK
ENSMUSG00000022681,NTAN1
ENSMUSG00000024959,BAD
ENSMUSG00000038665,DGKI
ENSMUSG00000085376,GM14508
ENSMUSG00000027770,DHX36
ENSMUSG00000102830,GM37012
ENSMUSG00000097473,GM26585
ENSMUSG00000045246,KCNG4
ENSMUSG00000083140,GM5073
ENSMUSG00000036822,TOPORS
ENSMUSG00000114048,4930549C15RIK
ENSMUSG00000019146,CACNG2
ENSMUSG00000005718,TFAP4
ENSMUSG00000081614,GM9436
ENSMUSG00000106967,GM42477
ENSMUSG00000085260,MED9OS
ENSMUSG00000051680,OLFR693
ENSMUSG00000083722,ADGRD2-PS
ENSMUSG00000035126,WDR78
ENSMUSG00000109851,GM39288
ENSMUSG00000105061,GM6740
ENSMUSG00000092375,A730060N03RIK
ENSMUSG00000073724,PRAMEL4
ENSMUSG00000084793,GM2568
ENSMUSG00000007458,M6PR
ENSMUSG00000114639,GM31946
ENSMUSG00000095294,GM21119
ENSMUSG00000103704,GM37291
ENSMUSG00000020286,1700093K21RIK
ENSMUSG00000031461,MYOM2
ENSMUSG00000116025,GM49517
ENSMUSG00000096653,TRAV15D-1-DV6D-1
ENSMUSG00000107754,GM44990
ENSMUSG00000107626,GM44727
ENSMUSG00000108461,AV356131
ENSMUSG00000114522,GM32067
ENSMUSG00000108465,GM45110
ENSMUSG00000047989,INO80C
ENSMUSG00000086502,B130055M24RIK
ENSMUSG00000108566,GM45031
ENSMUSG00000106533,TRAV3D-2
ENSMUSG00000028885,SMPDL3B
ENSMUSG00000114594,GM48402
ENSMUSG00000028528,DNAJC6
ENSMUSG00000082081,GM14358
ENSMUSG00000113045,GM48621
ENSMUSG00000112853,GM47637
ENSMUSG00000094914,TRAV9D-2
ENSMUSG00000090684,GM17221
ENSMUSG00000112376,GM40649
ENSMUSG00000032454,RBP2
ENSMUSG00000093977,GM14362
ENSMUSG00000030822,PRR14
ENSMUSG00000097841,4930511A02RIK
ENSMUSG00000032744,HEYL
ENSMUSG00000112835,GM36173
ENSMUSG00000082489,GM14356
ENSMUSG00000101107,GM28587
ENSMUSG00000019863,QRSL1
ENSMUSG00000086022,RAD51AP2
ENSMUSG00000082220,GM12943
ENSMUSG00000089861,GM16139
ENSMUSG00000101287,GM28166
ENSMUSG00000024672,MS4A7
ENSMUSG00000073723,GM13102
ENSMUSG00000096039,D830030K20RIK
ENSMUSG00000023336,WFDC1
ENSMUSG00000028609,MAGOH
ENSMUSG00000024958,GPR137
ENSMUSG00000101337,DNAH7C
ENSMUSG00000114797,GM49336
ENSMUSG00000113787,GM47807
ENSMUSG00000115778,GM10876
ENSMUSG00000095512,GM17222
ENSMUSG00000113226,GM47808
ENSMUSG00000030143,GM8882
ENSMUSG00000091849,GM17188
ENSMUSG00000097393,D030068K23RIK
ENSMUSG00000040618,PCK2
ENSMUSG00000103579,GM37113
ENSMUSG00000061650,MED9
ENSMUSG00000009563,TOR2A
ENSMUSG00000107550,GM44726
ENSMUSG00000107805,GM44003
ENSMUSG00000111974,GM4803
ENSMUSG00000096217,GM4904
ENSMUSG00000112788,GM47821
ENSMUSG00000079409,GM5795
ENSMUSG00000112158,GM47822
ENSMUSG00000022130,TGDS
ENSMUSG00000093939,TRAV4D-3
ENSMUSG00000070639,LRRC8B
ENSMUSG00000112413,GM6867
ENSMUSG00000049892,RASD1
ENSMUSG00000113013,GM47833
ENSMUSG00000114557,GM8345
ENSMUSG00000113275,TUBB2A-PS2
ENSMUSG00000101416,GM29318
ENSMUSG00000075377,OLFR362
ENSMUSG00000102355,GM38349
ENSMUSG00000094974,RPS19-PS2
ENSMUSG00000113330,GM34237
ENSMUSG00000094307,BTBD35F28
ENSMUSG00000041556,FBXO2
ENSMUSG00000110528,GM1943
ENSMUSG00000083209,GM11969
ENSMUSG00000107087,GM34411
ENSMUSG00000104714,TRAV5D-2
ENSMUSG00000068948,OLFR363-PS
ENSMUSG00000027677,TTC14
ENSMUSG00000053838,NUDCD3
ENSMUSG00000050810,OOG3
ENSMUSG00000100175,1700025M24RIK
ENSMUSG00000114874,GM48470
ENSMUSG00000035451,FOXA1
ENSMUSG00000084129,HMGB1-PS1
ENSMUSG00000114505,GM48471
ENSMUSG00000091304,SPEER6-PS1
ENSMUSG00000096129,TRAV12D-2
ENSMUSG00000086475,PLATR13
ENSMUSG00000083720,GM12901
ENSMUSG00000042197,ZFP451
ENSMUSG00000116980,GM49597
ENSMUSG00000101666,RHOAY-PS3
ENSMUSG00000106999,GM42734
ENSMUSG00000100168,GM28526
ENSMUSG00000028971,CORT
ENSMUSG00000114287,GM5197
ENSMUSG00000049902,4921517D22RIK
ENSMUSG00000113271,GM40653
ENSMUSG00000114222,GM19320
ENSMUSG00000039021,TTC16
ENSMUSG00000116712,GM49598
ENSMUSG00000110453,GM32352
ENSMUSG00000095495,TRAV9D-3
ENSMUSG00000021598,MED10
ENSMUSG00000075330,A930003A15RIK
ENSMUSG00000081112,GM12140
ENSMUSG00000110983,GM47679
ENSMUSG00000058809,HSPD1-PS3
ENSMUSG00000048921,ZFP689
ENSMUSG00000105887,TRAV5D-3
ENSMUSG00000094607,TRAV12D-3
ENSMUSG00000094596,BTBD35F20
ENSMUSG00000078198,OLFR364-PS1
ENSMUSG00000101750,OLFR1392
ENSMUSG00000105750,GM43130
ENSMUSG00000114462,GM8371
ENSMUSG00000021638,OCLN
ENSMUSG00000104626,GM42675
ENSMUSG00000114528,GM46388
ENSMUSG00000111205,GM39307
ENSMUSG00000057880,ABAT
ENSMUSG00000081847,GM12142
ENSMUSG00000069622,GM10273
ENSMUSG00000094758,TRAV13D-2
ENSMUSG00000114727,GM47269
ENSMUSG00000114003,GM9616
ENSMUSG00000102220,RPL23A-PS5
ENSMUSG00000116896,GM49792
ENSMUSG00000103491,GM10730
ENSMUSG00000094240,GM14348
ENSMUSG00000095560,TRAV14D-2
ENSMUSG00000113131,GM48290
ENSMUSG00000083000,GM15678
ENSMUSG00000022561,GPAA1
ENSMUSG00000113093,GM36862
ENSMUSG00000101637,GM28896
ENSMUSG00000085775,GM14364
ENSMUSG00000096716,GM5755
ENSMUSG00000028089,CHD1L
ENSMUSG00000028950,TAS1R1
ENSMUSG00000031727,PMFBP1
ENSMUSG00000085851,4921518K17RIK
ENSMUSG00000020523,FAM114A2
ENSMUSG00000028295,SMIM8
ENSMUSG00000107620,GM44256
ENSMUSG00000112911,BC042761
ENSMUSG00000084293,GM12143
ENSMUSG00000069806,CACNG7
ENSMUSG00000087306,A230004M16RIK
ENSMUSG00000066489,RPL26-PS2
ENSMUSG00000035778,GGTA1
ENSMUSG00000087149,ITIH5L-PS
ENSMUSG00000020090,NPFFR1
ENSMUSG00000046782,TTC6
ENSMUSG00000080744,GM12710
ENSMUSG00000020436,GABRG2
ENSMUSG00000021023,PRORP
ENSMUSG00000099428,GM28155
ENSMUSG00000101792,GM28447
ENSMUSG00000098311,GM27191
ENSMUSG00000095263,GM21094
ENSMUSG00000085966,GM14368
ENSMUSG00000100923,OLFR10
ENSMUSG00000008958,VPS72
ENSMUSG00000095411,GM15260
ENSMUSG00000044847,LSM11
ENSMUSG00000083022,RPS15A-PS6
ENSMUSG00000112968,GM48530
ENSMUSG00000040687,MADD
ENSMUSG00000096107,GM16505
ENSMUSG00000031565,FGFR1
ENSMUSG00000113636,GM8616
ENSMUSG00000107815,GM44257
ENSMUSG00000021765,FST
ENSMUSG00000094273,BTBD35F17
ENSMUSG00000084022,GM16459
ENSMUSG00000096272,GM21588
ENSMUSG00000111886,GM47617
ENSMUSG00000082539,GM15207
ENSMUSG00000105953,TRAV15D-2-DV6D-2
ENSMUSG00000043008,KLHL6
ENSMUSG00000107310,GM7452
ENSMUSG00000094794,GM6019
ENSMUSG00000108300,GM44539
ENSMUSG00000031101,SASH3
ENSMUSG00000033963,FANCD2OS
ENSMUSG00000107862,GM44151
ENSMUSG00000062329,CYTL1
ENSMUSG00000061414,CRACR2A
ENSMUSG00000113033,GM47799
ENSMUSG00000031918,MTMR2
ENSMUSG00000053395,CACNG8
ENSMUSG00000051074,4930579K19RIK
ENSMUSG00000052248,ZEB2OS
ENSMUSG00000115622,GM49117
ENSMUSG00000079070,GM3985
ENSMUSG00000109079,GM44755
ENSMUSG00000058145,ADAMTS17
ENSMUSG00000110214,GM45587
ENSMUSG00000034023,FANCD2
ENSMUSG00000063895,NUPL1
ENSMUSG00000079534,GM5640
ENSMUSG00000026751,NR5A1
ENSMUSG00000096235,GM5123
ENSMUSG00000084252,GM12036
ENSMUSG00000080999,H2AC5-PS
ENSMUSG00000057726,SERPINB9G
ENSMUSG00000072068,GM16261
ENSMUSG00000100245,GM21282
ENSMUSG00000049659,AFTPH
ENSMUSG00000081804,XLR5D-PS
ENSMUSG00000113534,GM19163
ENSMUSG00000086112,4930563I02RIK
ENSMUSG00000114935,GM47040
ENSMUSG00000106856,GM43761
ENSMUSG00000100469,GM28895
ENSMUSG00000028807,ZBTB8A
ENSMUSG00000080073,GM9427
ENSMUSG00000029766,1700012A03RIK
ENSMUSG00000114062,GM48313
ENSMUSG00000094323,GM15256
ENSMUSG00000025043,DUSP21
ENSMUSG00000049093,IL23R
ENSMUSG00000105004,GM43075
ENSMUSG00000058643,SPEER4F1
ENSMUSG00000078214,GM5925
ENSMUSG00000000301,PEMT
ENSMUSG00000021983,ATP8A2
ENSMUSG00000107585,3300002P13RIK
ENSMUSG00000061584,LYG2
ENSMUSG00000107042,4921513H07RIK
ENSMUSG00000033006,SOX10
ENSMUSG00000100821,GM28894
ENSMUSG00000035151,ELMOD2
ENSMUSG00000030350,PRMT8
ENSMUSG00000096800,GM4725
ENSMUSG00000101058,GM21829
ENSMUSG00000026872,ZEB2
ENSMUSG00000085686,GM9498
ENSMUSG00000100187,GM29324
ENSMUSG00000095657,GM15252
ENSMUSG00000052566,HOOK2
ENSMUSG00000109469,GM8486
ENSMUSG00000075031,H2BC3
ENSMUSG00000057572,ZBTB8OS
ENSMUSG00000108041,GM5154
ENSMUSG00000099894,GM20911
ENSMUSG00000108002,GM45063
ENSMUSG00000009646,PLA2G12B
ENSMUSG00000107731,GM44952
ENSMUSG00000066196,SPAG8
ENSMUSG00000085616,GM13850
ENSMUSG00000083557,GM6877
ENSMUSG00000107632,GM44070
ENSMUSG00000100125,GM28739
ENSMUSG00000079711,SMOK4A
ENSMUSG00000106905,GM42741
ENSMUSG00000025899,ALKBH8
ENSMUSG00000101962,GM28741
ENSMUSG00000106833,GM42739
ENSMUSG00000061615,H2AC4
ENSMUSG00000107219,GM42738
ENSMUSG00000043441,GPR149
ENSMUSG00000085705,GM16046
ENSMUSG00000107253,GM43634
ENSMUSG00000019773,FBXO5
ENSMUSG00000100978,GM20912
ENSMUSG00000069267,H3C2
ENSMUSG00000117063,GM49936
ENSMUSG00000014725,ADAM28
ENSMUSG00000118439,GM50468
ENSMUSG00000100519,GM20801
ENSMUSG00000064037,GPN1
ENSMUSG00000089868,GM16134
ENSMUSG00000100598,GM28742
ENSMUSG00000111978,GM48268
ENSMUSG00000089854,GM16133
ENSMUSG00000098150,4921515E04RIK
ENSMUSG00000112851,GM7727
ENSMUSG00000112355,GM48285
ENSMUSG00000103764,GM18382
ENSMUSG00000085269,GM15777
ENSMUSG00000113257,GM30409
ENSMUSG00000112050,GM29809
ENSMUSG00000112455,GM48289
ENSMUSG00000026085,LYG1
ENSMUSG00000112092,GM32936
ENSMUSG00000029319,COQ2
ENSMUSG00000098222,GM8318
ENSMUSG00000049950,RPP38
ENSMUSG00000112687,GM18871
ENSMUSG00000108873,GM44609
ENSMUSG00000108833,GM17909
ENSMUSG00000112840,GM20049
ENSMUSG00000104613,GM8704
ENSMUSG00000029790,CEP41
ENSMUSG00000113549,GM7739
ENSMUSG00000086729,GM15589
ENSMUSG00000113678,GM6068
ENSMUSG00000038319,KCNH2
ENSMUSG00000102199,GM38172
ENSMUSG00000116289,GM31342
ENSMUSG00000114112,GM48301
ENSMUSG00000021022,PPP2R3C
ENSMUSG00000113518,GM48304
ENSMUSG00000095275,VMN1R107
ENSMUSG00000114039,GM48305
ENSMUSG00000025758,PLK4
ENSMUSG00000106358,GM7047
ENSMUSG00000087374,GM15457
ENSMUSG00000046432,BEX3
ENSMUSG00000107131,GM43763
ENSMUSG00000092487,VMN1R-PS71
ENSMUSG00000110857,GM48330
ENSMUSG00000106705,GM2602
ENSMUSG00000029369,AFM
ENSMUSG00000104548,GM43857
ENSMUSG00000095768,VMN1R111
ENSMUSG00000055748,GSDMC4
ENSMUSG00000064223,OLFR694
ENSMUSG00000103590,GM37353
ENSMUSG00000071379,HPCAL1
ENSMUSG00000025437,USP33
ENSMUSG00000042055,WDR11
ENSMUSG00000111416,GM48331
ENSMUSG00000027673,NDUFB5
ENSMUSG00000109138,GM18052
ENSMUSG00000111760,GM48337
ENSMUSG00000109011,GM44857
ENSMUSG00000095190,GM10668
ENSMUSG00000085415,SELENOK-PS1
ENSMUSG00000110866,GM48362
ENSMUSG00000111240,GM39312
ENSMUSG00000113294,GM49326
ENSMUSG00000108834,GM18458
ENSMUSG00000101037,GM28424
ENSMUSG00000111238,GM19113
ENSMUSG00000117436,GM9474
ENSMUSG00000113612,GM48315
ENSMUSG00000087164,NR5A1OS
ENSMUSG00000110827,GM32281
ENSMUSG00000094284,VMN1R112
ENSMUSG00000034345,GTF2H5
ENSMUSG00000114593,GM19716
ENSMUSG00000081841,GM13444
ENSMUSG00000091638,VMN1R113
ENSMUSG00000081421,GM13445
ENSMUSG00000075288,GM6913
ENSMUSG00000114584,GM47694
ENSMUSG00000108479,2200002A13RIK
ENSMUSG00000036893,EHMT1
ENSMUSG00000029998,PCYOX1
ENSMUSG00000087286,GM9013
ENSMUSG00000085206,GM13380
ENSMUSG00000111124,GM48373
ENSMUSG00000085345,GM16064
ENSMUSG00000094196,MAGEA3
ENSMUSG00000087516,TBX3OS1
ENSMUSG00000041544,DISP3
ENSMUSG00000015501,HIVEP2
ENSMUSG00000083554,GM6645
ENSMUSG00000054293,P2RY10B
ENSMUSG00000091363,GM7701
ENSMUSG00000004268,EMG1
ENSMUSG00000094085,VMN1R114
ENSMUSG00000029138,4930548H24RIK
ENSMUSG00000000420,GALNT1
ENSMUSG00000082143,GM12864
ENSMUSG00000085895,GM12861
ENSMUSG00000096225,LHX8
ENSMUSG00000091435,VMN1R115
ENSMUSG00000087238,GM12865
ENSMUSG00000026644,ACBD7
ENSMUSG00000111066,GM30313
ENSMUSG00000079350,MAGEA8
ENSMUSG00000107142,4930566F21RIK
ENSMUSG00000106991,GM43399
ENSMUSG00000095973,VMN1R116
ENSMUSG00000039936,PIK3CD
ENSMUSG00000099426,GM28761
ENSMUSG00000106863,GM42109
ENSMUSG00000018604,TBX3
ENSMUSG00000080072,SPIN2-PS2
ENSMUSG00000106660,GM43472
ENSMUSG00000105397,GM43471
ENSMUSG00000070690,ALBFM1
ENSMUSG00000096711,GM21599
ENSMUSG00000037833,SH2D4B
ENSMUSG00000096737,VMN1R117
ENSMUSG00000021384,SUSD3
ENSMUSG00000101728,GM28765
ENSMUSG00000109591,GM8077
ENSMUSG00000109774,GM45602
ENSMUSG00000110901,GM48393
ENSMUSG00000096644,MAGEA1
ENSMUSG00000115751,4930503F20RIK
ENSMUSG00000068141,GM10232
ENSMUSG00000055746,MAGEA2
ENSMUSG00000089690,GM16569
ENSMUSG00000004270,LPCAT3
ENSMUSG00000097975,GM8079
ENSMUSG00000028470,HINT2
ENSMUSG00000028218,FAM92A
ENSMUSG00000079349,MAGEA5
ENSMUSG00000072568,LRATD2
ENSMUSG00000026014,RAPH1
ENSMUSG00000059429,OLFR365
ENSMUSG00000031333,ABCB7
ENSMUSG00000037531,MRPL47
ENSMUSG00000087464,GM12862
ENSMUSG00000066060,GM12866
ENSMUSG00000097493,9930014A18RIK
ENSMUSG00000085881,GM15912
ENSMUSG00000109812,GM45640
ENSMUSG00000029993,NFU1
ENSMUSG00000074171,GM6658
ENSMUSG00000057402,CLDN34B2
ENSMUSG00000110166,GM45641
ENSMUSG00000109863,GM45643
ENSMUSG00000015093,CLIC3
ENSMUSG00000021943,GDF10
ENSMUSG00000076432,YWHAQ
ENSMUSG00000082474,GM8213
ENSMUSG00000056608,CHD9
ENSMUSG00000101014,GM28289
ENSMUSG00000038760,TRHR
ENSMUSG00000027671,ACTL6A
ENSMUSG00000063001,GM9701
ENSMUSG00000021550,2210016F16RIK
ENSMUSG00000100392,GM28935
ENSMUSG00000078087,RPS12L1
ENSMUSG00000108640,GM44508
ENSMUSG00000102270,GM8388
ENSMUSG00000072902,GM10435
ENSMUSG00000094589,VMN1R118
ENSMUSG00000087178,A230056P14RIK
ENSMUSG00000083241,GM13259
ENSMUSG00000101389,MS4A4A
ENSMUSG00000106353,GM43726
ENSMUSG00000104680,GM9415
ENSMUSG00000105396,GM6057
ENSMUSG00000081903,GM11387
ENSMUSG00000098029,GM7745
ENSMUSG00000108358,GM44509
ENSMUSG00000081562,GM11575
ENSMUSG00000061462,OBSCN
ENSMUSG00000084400,GM11576
ENSMUSG00000072625,GDF2
ENSMUSG00000047037,NIPA1
ENSMUSG00000028780,SEMA3C
ENSMUSG00000071359,TBPL1
ENSMUSG00000044697,GM5479
ENSMUSG00000056919,CEP162
ENSMUSG00000014504,SRP19
ENSMUSG00000083847,XLR3D-PS
ENSMUSG00000085236,2610206C17RIK
ENSMUSG00000101024,GM5692
ENSMUSG00000089694,NAT8F7
ENSMUSG00000085668,GM35202
ENSMUSG00000024675,MS4A4C
ENSMUSG00000078213,BTBD35F4
ENSMUSG00000050050,CCDC158
ENSMUSG00000076501,IGKV2-137
ENSMUSG00000030629,ZFAND6
ENSMUSG00000085927,GM15888
ENSMUSG00000074170,PLEKHF1
ENSMUSG00000108443,GM44510
ENSMUSG00000094693,GM4726
ENSMUSG00000082996,GM6238
ENSMUSG00000105650,GM42889
ENSMUSG00000083327,VCP-RS
ENSMUSG00000045694,GM4997
ENSMUSG00000051397,TACSTD2
ENSMUSG00000108030,9530062K07RIK
ENSMUSG00000078815,CACNG6
ENSMUSG00000114040,GM48319
ENSMUSG00000048450,MSX1
ENSMUSG00000113197,GM48318
ENSMUSG00000083823,AMD-PS1
ENSMUSG00000113556,GM48317
ENSMUSG00000114025,GM49331
ENSMUSG00000107160,GM42666
ENSMUSG00000107786,GM44232
ENSMUSG00000113536,GM49327
ENSMUSG00000051262,NAT8F3
ENSMUSG00000024421,LAMA3
ENSMUSG00000113416,GM49328
ENSMUSG00000113234,GM49330
ENSMUSG00000113642,GM49329
ENSMUSG00000106718,GM20052
ENSMUSG00000090256,ALMS1-PS1
ENSMUSG00000103926,GM37894
ENSMUSG00000081288,GM11386
ENSMUSG00000063275,HACD1
ENSMUSG00000082722,GM11393
ENSMUSG00000118528,AC166256.1
ENSMUSG00000104881,GM43711
ENSMUSG00000034342,CBL
ENSMUSG00000067356,B430203G13RIK
ENSMUSG00000081355,GM15264
ENSMUSG00000037490,SLC2A12
ENSMUSG00000085708,GM16063
ENSMUSG00000112963,GM6093
ENSMUSG00000100476,NANOG-PS2
ENSMUSG00000113016,GM47916
ENSMUSG00000113429,GM20063
ENSMUSG00000112704,GM46329
ENSMUSG00000041534,RBP3
ENSMUSG00000064225,PAQR9
ENSMUSG00000047617,PAXX
ENSMUSG00000109885,GM6842
ENSMUSG00000113398,GM5194
ENSMUSG00000090849,VMN2R-PS36
